,Row,# inputs #,Unit_Name,Subunit_Src_Sheet,Subunit_Name,Description,# Instance Counts + Scaling Values #,Instance_Count,Scaling,SOFA_Voltage,Use_Voltage,GOT_GB,# User AVF Override #,User_SBU_SDC_AVF,User_SBU_DUE_AVF,User_MBU_SDC_AVF,User_MBU_DUE_AVF,# User FIT Override #,User_SBU_SDC,User_SBU_DUE,User_MBU_SDC,User_MBU_DUE,# Block Details (reported by source sheet) #,Latch_Bits,Flop_Bits,Domino_Bits,RF_Bits,Cache_Bits,SDL_Bits,Total_Bits,# Protections #,Protection_Type,FlopLatch_Protection,DFX_Fraction,PerfOnly_Fraction,Interleave_Level,# Total Bit Sumamry (All instances) #,RU_Latch_Bits,RU_Flop_Bits,RU_Domino_Bits,RU_RF_Bits,RU_Cache_Bits,RU_SDL_Bits,RU_Total_Bits,# Voltage / GOT Scaling #,Voltage_Scaling,GOT_Scaling,Total_Scaling,# Per Instance Raw FIT #,# Raw FIT #,# Intermediate Values #,Int_SBU_SDC,Int_SBU_DUE,Int_MBU_SDC,Int_MBU_DUE,Int_Scaled_Instances,SEQ_AVF,SBU_SDC_AVF,SBU_DUE_AVF,MBU_SDC_AVF,MBU_DUE_AVF,TDF,SEQ_AVF_Wt,SBU_SDC_AVF_Wt,SBU_DUE_AVF_Wt,MBU_SDC_AVF_Wt,MBU_DUE_AVF_Wt,TDF_Wt,# SBU Total #,SBU_SDC,SBU_DUE,# MBU Total #,MBU_SDC,MBU_DUE,# Grand Total #,Total_SDC,Total_DUE,end,Unnamed: 0,name,template,physical_parent,date,time,path,level,comment
201,201.0,,mdf_s_h_0,F_mdfs_hcp,mdfs_hcp,# nan,,1.0,1.0,0.8,0.8,0.0,,,,,,,,,,,,1423.0,33855.0,0.0,0.0,0.0,0.0,35278.0,,{'NONE'},{'NONE'},0.0,0.0,{1.0},,1423.0,33855.0,0.0,0.0,0.0,0.0,35278.0,,1.0,1.0,1.0,,,,0.32832696292199964,0.0,0,0,1.0,0.11999999999999844,0.16999999999999998,1,1,1,0.5,4233.359999999945,0.05581558369673993,0.0,0,0,17639.0,,0.32832696292199964,0.0,,0.0,0.0,,0.32832696292199964,0.0,,352,mdfs_hcp,mdfs_hcp,mdf_s_h_0,2019-09-23,17:54:16.264759000,/p/hdk/archive/sdg74/noa/mdfs_hcp/fev_rtl2net_noa/SPRSPXCCA0_SC__VER_43/collateral/netlist/mdfs_hcp.vg.gz,3,No Subcell
202,202.0,,mdf_s_h_0,F_mdfs_hdatap,mdfs_hdatap,# nan,,1.0,1.0,0.8,0.8,0.0,,,,,,,,,,,,3025.0,2527.0,0.0,0.0,0.0,0.0,5552.0,,{'NONE'},{'NONE'},0.0,0.0,{1.0},,3025.0,2527.0,0.0,0.0,0.0,0.0,5552.0,,1.0,1.0,1.0,,,,0.024154502399999993,0.0,0,0,1.0,0.12000000000000045,0.16999999999999993,1,1,1,0.5,666.2400000000025,0.004106265407999997,0.0,0,0,2776.0,,0.024154502399999993,0.0,,0.0,0.0,,0.024154502399999993,0.0,,353,mdfs_hdatap,mdfs_hdatap,mdf_s_h_0,2019-09-15,21:32:55.000939000,/p/hdk/archive/sdg74/noa/mdf_s_h_0/fev_rtl2net_noa/SPRSPXCCA0_PDX_VER_11/collateral/netlist/mdfs_hdatap.vg.gz,3,No Subcell
203,203.0,,mdf_s_h_0,F_mdfs_hpldp,mdfs_hpldp,# nan,,1.0,1.0,0.8,0.8,0.0,,,,,,,,,,,,13346.0,14414.0,0.0,0.0,0.0,0.0,27760.0,,{'NONE'},{'NONE'},0.0,0.0,{1.0},,13346.0,14414.0,0.0,0.0,0.0,0.0,27760.0,,1.0,1.0,1.0,,,,0.1556080553160003,0.0,0,0,1.0,0.11999999999999893,0.16999999999999943,1,1,1,0.5,3331.1999999999703,0.026453369403719965,0.0,0,0,13880.0,,0.1556080553160003,0.0,,0.0,0.0,,0.1556080553160003,0.0,,354,mdfs_hpldp,mdfs_hpldp,mdf_s_h_0,2019-09-15,21:32:54.856945000,/p/hdk/archive/sdg74/noa/mdf_s_h_0/fev_rtl2net_noa/SPRSPXCCA0_PDX_VER_11/collateral/netlist/mdfs_hpldp.vg.gz,3,No Subcell
204,204.0,,mdf_s_h_0,,,,,1.0,1.0,0.8,0.8,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,360,,,mdf_s_h_0,,,,3,
205,205.0,,mdf_s_h_0,F_mdfs_hchnlp,mdfs_hchnlp,# nan,,1.0,1.0,0.8,0.8,0.0,,,,,,,,,,,,540.0,1440.0,0.0,0.0,0.0,0.0,1980.0,,{'NONE'},{'NONE'},0.0,0.0,{1.0},,540.0,1440.0,0.0,0.0,0.0,0.0,1980.0,,1.0,1.0,1.0,,,,0.009501665879999994,0.0,0,0,1.0,0.12000000000000015,0.1700000000000001,1,1,1,0.5,237.6000000000003,0.0016152831995999998,0.0,0,0,990.0,,0.009501665879999994,0.0,,0.0,0.0,,0.009501665879999994,0.0,,361,mdfs_hchnlp,mdfs_hchnlp,mdf_s_h_0,2019-09-15,21:32:55.028940000,/p/hdk/archive/sdg74/noa/mdf_s_h_0/fev_rtl2net_noa/SPRSPXCCA0_PDX_VER_11/collateral/netlist/mdfs_hchnlp.vg.gz,3,No Subcell
206,206.0,,mdf_s_h_0,F_mdfs_hcp,mdfs_hcp,# nan,,1.0,1.0,0.8,0.8,0.0,,,,,,,,,,,,1423.0,33855.0,0.0,0.0,0.0,0.0,35278.0,,{'NONE'},{'NONE'},0.0,0.0,{1.0},,1423.0,33855.0,0.0,0.0,0.0,0.0,35278.0,,1.0,1.0,1.0,,,,0.32832696292199964,0.0,0,0,1.0,0.11999999999999844,0.16999999999999998,1,1,1,0.5,4233.359999999945,0.05581558369673993,0.0,0,0,17639.0,,0.32832696292199964,0.0,,0.0,0.0,,0.32832696292199964,0.0,,362,mdfs_hcp,mdfs_hcp,mdf_s_h_0,2019-09-23,17:54:16.264759000,/p/hdk/archive/sdg74/noa/mdfs_hcp/fev_rtl2net_noa/SPRSPXCCA0_SC__VER_43/collateral/netlist/mdfs_hcp.vg.gz,3,No Subcell
207,207.0,,mdf_s_h_0,F_mdfs_hdatap,mdfs_hdatap,# nan,,1.0,1.0,0.8,0.8,0.0,,,,,,,,,,,,3025.0,2527.0,0.0,0.0,0.0,0.0,5552.0,,{'NONE'},{'NONE'},0.0,0.0,{1.0},,3025.0,2527.0,0.0,0.0,0.0,0.0,5552.0,,1.0,1.0,1.0,,,,0.024154502399999993,0.0,0,0,1.0,0.12000000000000045,0.16999999999999993,1,1,1,0.5,666.2400000000025,0.004106265407999997,0.0,0,0,2776.0,,0.024154502399999993,0.0,,0.0,0.0,,0.024154502399999993,0.0,,363,mdfs_hdatap,mdfs_hdatap,mdf_s_h_0,2019-09-15,21:32:55.000939000,/p/hdk/archive/sdg74/noa/mdf_s_h_0/fev_rtl2net_noa/SPRSPXCCA0_PDX_VER_11/collateral/netlist/mdfs_hdatap.vg.gz,3,No Subcell
208,208.0,,mdf_s_h_0,F_mdfs_hpldp,mdfs_hpldp,# nan,,1.0,1.0,0.8,0.8,0.0,,,,,,,,,,,,13346.0,14414.0,0.0,0.0,0.0,0.0,27760.0,,{'NONE'},{'NONE'},0.0,0.0,{1.0},,13346.0,14414.0,0.0,0.0,0.0,0.0,27760.0,,1.0,1.0,1.0,,,,0.1556080553160003,0.0,0,0,1.0,0.11999999999999893,0.16999999999999943,1,1,1,0.5,3331.1999999999703,0.026453369403719965,0.0,0,0,13880.0,,0.1556080553160003,0.0,,0.0,0.0,,0.1556080553160003,0.0,,364,mdfs_hpldp,mdfs_hpldp,mdf_s_h_0,2019-09-15,21:32:54.856945000,/p/hdk/archive/sdg74/noa/mdf_s_h_0/fev_rtl2net_noa/SPRSPXCCA0_PDX_VER_11/collateral/netlist/mdfs_hpldp.vg.gz,3,No Subcell
209,209.0,,mdf_s_h_0,,,,,1.0,1.0,0.8,0.8,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,5,,,mdf_s_h_0,,,,3,
210,210.0,,mdf_s_h_0,F_mdfs_hchnlp,mdfs_hchnlp,# nan,,1.0,1.0,0.8,0.8,0.0,,,,,,,,,,,,540.0,1440.0,0.0,0.0,0.0,0.0,1980.0,,{'NONE'},{'NONE'},0.0,0.0,{1.0},,540.0,1440.0,0.0,0.0,0.0,0.0,1980.0,,1.0,1.0,1.0,,,,0.009501665879999994,0.0,0,0,1.0,0.12000000000000015,0.1700000000000001,1,1,1,0.5,237.6000000000003,0.0016152831995999998,0.0,0,0,990.0,,0.009501665879999994,0.0,,0.0,0.0,,0.009501665879999994,0.0,,2424,mdfs_hchnlp,mdfs_hchnlp,mdf_s_h_0,2019-09-15,21:32:55.028940000,/p/hdk/archive/sdg74/noa/mdf_s_h_0/fev_rtl2net_noa/SPRSPXCCA0_PDX_VER_11/collateral/netlist/mdfs_hchnlp.vg.gz,3,No Subcell
211,211.0,,mdf_s_h_0,F_mdfs_hcp,mdfs_hcp,# nan,,1.0,1.0,0.8,0.8,0.0,,,,,,,,,,,,1423.0,33855.0,0.0,0.0,0.0,0.0,35278.0,,{'NONE'},{'NONE'},0.0,0.0,{1.0},,1423.0,33855.0,0.0,0.0,0.0,0.0,35278.0,,1.0,1.0,1.0,,,,0.32832696292199964,0.0,0,0,1.0,0.11999999999999844,0.16999999999999998,1,1,1,0.5,4233.359999999945,0.05581558369673993,0.0,0,0,17639.0,,0.32832696292199964,0.0,,0.0,0.0,,0.32832696292199964,0.0,,2425,mdfs_hcp,mdfs_hcp,mdf_s_h_0,2019-09-23,17:54:16.264759000,/p/hdk/archive/sdg74/noa/mdfs_hcp/fev_rtl2net_noa/SPRSPXCCA0_SC__VER_43/collateral/netlist/mdfs_hcp.vg.gz,3,No Subcell
212,212.0,,mdf_s_h_0,F_mdfs_hdatap,mdfs_hdatap,# nan,,1.0,1.0,0.8,0.8,0.0,,,,,,,,,,,,3025.0,2527.0,0.0,0.0,0.0,0.0,5552.0,,{'NONE'},{'NONE'},0.0,0.0,{1.0},,3025.0,2527.0,0.0,0.0,0.0,0.0,5552.0,,1.0,1.0,1.0,,,,0.024154502399999993,0.0,0,0,1.0,0.12000000000000045,0.16999999999999993,1,1,1,0.5,666.2400000000025,0.004106265407999997,0.0,0,0,2776.0,,0.024154502399999993,0.0,,0.0,0.0,,0.024154502399999993,0.0,,2426,mdfs_hdatap,mdfs_hdatap,mdf_s_h_0,2019-09-15,21:32:55.000939000,/p/hdk/archive/sdg74/noa/mdf_s_h_0/fev_rtl2net_noa/SPRSPXCCA0_PDX_VER_11/collateral/netlist/mdfs_hdatap.vg.gz,3,No Subcell
213,213.0,,mdf_s_h_0,F_mdfs_hpldp,mdfs_hpldp,# nan,,1.0,1.0,0.8,0.8,0.0,,,,,,,,,,,,13346.0,14414.0,0.0,0.0,0.0,0.0,27760.0,,{'NONE'},{'NONE'},0.0,0.0,{1.0},,13346.0,14414.0,0.0,0.0,0.0,0.0,27760.0,,1.0,1.0,1.0,,,,0.1556080553160003,0.0,0,0,1.0,0.11999999999999893,0.16999999999999943,1,1,1,0.5,3331.1999999999703,0.026453369403719965,0.0,0,0,13880.0,,0.1556080553160003,0.0,,0.0,0.0,,0.1556080553160003,0.0,,2427,mdfs_hpldp,mdfs_hpldp,mdf_s_h_0,2019-09-15,21:32:54.856945000,/p/hdk/archive/sdg74/noa/mdf_s_h_0/fev_rtl2net_noa/SPRSPXCCA0_PDX_VER_11/collateral/netlist/mdfs_hpldp.vg.gz,3,No Subcell
214,214.0,,scf_memddr,,,,,1.0,1.0,0.8,0.8,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,62,,,scf_memddr,,,,3,
215,215.0,,scf_memddr,F_cms3_tall,cms3_tall,# nan,,1.0,1.0,0.8,0.8,0.0,,,,,,,,,,,,31592.0,24875.0,0.0,0.0,0.0,0.0,56467.0,,{'NONE'},{'NONE'},0.0,0.0,{1.0},,31592.0,24875.0,0.0,0.0,0.0,0.0,56467.0,,1.0,1.0,1.0,,,,0.3321417749202007,0.0,0,0,1.0,0.11999999999999848,0.16999999999999976,1,1,1,0.5,6776.0399999999145,0.05646410173643404,0.0,0,0,28233.5,,0.3321417749202007,0.0,,0.0,0.0,,0.3321417749202007,0.0,,63,cms3_tall,cms3_tall,scf_memddr,2019-09-27,08:59:24.079770000,/p/hdk/archive/sdg74/noa/scf_memddr/fev_rtl2net_noa/SPRSPXCCA0_SC__VER_174/collateral/netlist/cms3_tall.vg.gz,3,No Subcell
216,216.0,,scf_memddr,F_parmmchas,parmmchas,# nan,,1.0,1.0,0.8,0.8,0.0,,,,,,,,,,,,1403.0,29260.0,0.0,0.0,0.0,0.0,30663.0,,{'NONE'},{'NONE'},0.0,0.0,{1.0},,1403.0,29260.0,0.0,0.0,0.0,0.0,30663.0,,1.0,1.0,1.0,,,,0.2910856138805996,0.0,0,0,1.0,0.1199999999999987,0.16999999999999973,1,1,1,0.5,3679.5599999999604,0.04948455435970186,0.0,0,0,15331.5,,0.2910856138805996,0.0,,0.0,0.0,,0.2910856138805996,0.0,,64,parmmchas,parmmchas,scf_memddr,2019-09-27,08:59:24.272756000,/p/hdk/archive/sdg74/noa/scf_memddr/fev_rtl2net_noa/SPRSPXCCA0_SC__VER_174/collateral/netlist/parmmchas.vg.gz,3,No Subcell
217,217.0,,scf_memddr,F_parmmegr,parmmegr,# nan,,1.0,1.0,0.8,0.8,0.0,,,,,,,,,,,,1127.0,21692.0,0.0,0.0,0.0,0.0,22819.0,,{'NONE'},{'NONE'},0.0,0.0,{1.0},,1127.0,21692.0,0.0,0.0,0.0,0.0,22819.0,,1.0,1.0,1.0,,,,0.2579672185019996,0.0,0,0,1.0,0.11999999999999927,0.1700000000000004,1,1,1,0.5,2738.2799999999834,0.04385442714534004,0.0,0,0,11409.5,,0.2579672185019996,0.0,,0.0,0.0,,0.2579672185019996,0.0,,65,parmmegr,parmmegr,scf_memddr,2019-09-27,08:59:24.206769000,/p/hdk/archive/sdg74/noa/scf_memddr/fev_rtl2net_noa/SPRSPXCCA0_SC__VER_174/collateral/netlist/parmmegr.vg.gz,3,No Subcell
218,218.0,,scf_memddr,F_parmmingr,parmmingr,# nan,,1.0,1.0,0.8,0.8,0.0,,,,,,,,,,,,11093.0,31904.0,0.0,0.0,0.0,0.0,42997.0,,{'NONE'},{'NONE'},0.0,0.0,{1.0},,11093.0,31904.0,0.0,0.0,0.0,0.0,42997.0,,1.0,1.0,1.0,,,,0.28405934398800015,0.0,0,0,1.0,0.11999999999999912,0.1699999999999998,1,1,1,0.5,5159.639999999962,0.048290088477959965,0.0,0,0,21498.5,,0.28405934398800015,0.0,,0.0,0.0,,0.28405934398800015,0.0,,66,parmmingr,parmmingr,scf_memddr,2019-09-27,08:59:24.203743000,/p/hdk/archive/sdg74/noa/scf_memddr/fev_rtl2net_noa/SPRSPXCCA0_SC__VER_174/collateral/netlist/parmmingr.vg.gz,3,No Subcell
219,219.0,,sprmisc,,,,,1.0,1.0,0.8,0.8,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,98,,,sprmisc,,,,3,
220,220.0,,sprmisc,F_fivrddra,fivrddra,# nan,,1.0,1.0,0.8,0.8,0.0,,,,,,,,,,,,381.0,10000.0,0.0,0.0,0.0,0.0,10381.0,,{'NONE'},{'NONE'},0.0,0.0,{1.0},,381.0,10000.0,0.0,0.0,0.0,0.0,10381.0,,1.0,1.0,1.0,,,,0.1093113205800001,0.0,0,0,1.0,0.11999999999999969,0.16999999999999987,1,1,1,0.5,1245.7199999999968,0.018582924498600002,0.0,0,0,5190.5,,0.1093113205800001,0.0,,0.0,0.0,,0.1093113205800001,0.0,,99,fivrddra,fivrddra,sprmisc,2019-09-26,16:23:10.627616000,/p/hdk/archive/sdg74/noa/fivrddra/fev_rtl2net_noa/SPRSPXCCA0_SC__VER_25/collateral/netlist/fivrddra.vg.gz,3,No Subcell
221,221.0,,sprmisc,F_gpio_sprsp,gpio_sprsp,# nan,,1.0,1.0,0.8,0.8,0.0,,,,,,,,,,,,1497.0,19759.0,0.0,0.0,0.0,0.0,21256.0,,{'NONE'},{'NONE'},0.0,0.0,{1.0},,1497.0,19759.0,0.0,0.0,0.0,0.0,21256.0,,1.0,1.0,1.0,,,,0.1612809946600371,0.0,0,0,1.0,0.11999999999999977,0.17000000000000004,1,1,1,0.5,2550.7199999999953,0.027417769092206314,0.0,0,0,10628.0,,0.1612809946600371,0.0,,0.0,0.0,,0.1612809946600371,0.0,,100,gpio_sprsp,gpio_sprsp,sprmisc,2019-09-13,16:45:24.840677000,/p/hdk/archive/sdg74/noa/gpio_sprsp/fev_rtl2net_noa/SPRSPXCCA0_IIN_VER_58/collateral/netlist/gpio_sprsp.vg.gz,3,No Subcell
222,222.0,,sprmisc,P_hier_seq,ibl_ss,# nan,,1.0,1.0,0.8,0.8,0.0,,,,,,,,,,,,11015.0,236208.0,0.0,0.0,0.0,0.0,247223.0,,"{nan, ""{'NONE'}""}","{nan, ""{'NONE'}""}",0.0,0.0,"{nan, '{1.0}'}",,11015.0,236208.0,0.0,0.0,0.0,0.0,247223.0,,1.0,1.0,1.0,,,,1.5527486212979995,0.0,0.0,0.0,1.0,1,1,1,1,1,0.5,247223.0,1.5527486212979995,0.0,0.0,0.0,123611.5,,1.5527486212979995,0.0,,0.0,0.0,,1.5527486212979995,0.0,,101,ibl_ss,ibl_ss,sprmisc,2019-09-24,08:12:49.775884000,/p/hdk/archive/sdg74/noa/ibl_ss/fev_rtl2net_noa/SPRSPXCCA0_SC__VER_68/collateral/netlist/ibl_ss.vg.gz,3,sub_template:sprmisc
223,223.0,,sprmisc,F_miscfill0,miscfill0,,,1.0,1.0,0.8,0.8,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,102,miscfill0,miscfill0,sprmisc,NOT FOUND,NOT FOUND,NOT FOUND,3,No Subcell
224,224.0,,sprmisc,F_miscvinf0,miscvinf0,# nan,,1.0,1.0,0.8,0.8,0.0,,,,,,,,,,,,603.0,15881.0,0.0,0.0,0.0,0.0,16484.0,,{'NONE'},{'NONE'},0.0,0.0,{1.0},,603.0,15881.0,0.0,0.0,0.0,0.0,16484.0,,1.0,1.0,1.0,,,,0.16384054122659988,0.0,0,0,1.0,0.11999999999999883,0.17000000000000015,1,1,1,0.5,1978.0799999999806,0.027852892008522007,0.0,0,0,8242.0,,0.16384054122659988,0.0,,0.0,0.0,,0.16384054122659988,0.0,,103,miscvinf0,miscvinf0,sprmisc,2019-09-27,10:48:23.495635000,/p/hdk/archive/sdg74/noa/miscvinf0/fev_rtl2net_noa/SPRSPXCCA0_SC__VER_33/collateral/netlist/miscvinf0.vg.gz,3,No Subcell
225,225.0,,sprmisc,F_miscvinf1,miscvinf1,,,1.0,1.0,0.8,0.8,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,104,miscvinf1,miscvinf1,sprmisc,2019-09-26,21:37:49.156425000,/p/hdk/archive/sdg74/noa/miscvinf1/fev_rtl2net_noa/SPRSPXCCA0_SC__VER_49/collateral/netlist/miscvinf1.vg.gz,3,No Subcell
226,226.0,,sprmisc,P_hier_seq,punit,# nan,,1.0,1.0,0.8,0.8,0.0,,,,,,,,,,,,156359.0,143942.0,0.0,0.0,0.0,0.0,300301.0,,"{nan, ""{'NONE'}""}","{nan, ""{'NONE'}""}",0.0,0.0,"{nan, '{1.0}'}",,156359.0,143942.0,0.0,0.0,0.0,0.0,300301.0,,1.0,1.0,1.0,,,,1.459040081230201,0.0,0.0,0.0,1.0,1,1,1,1,1,0.5,300301.0,1.459040081230201,0.0,0.0,0.0,150150.5,,1.459040081230201,0.0,,0.0,0.0,,1.459040081230201,0.0,,105,punit,punit,sprmisc,2019-09-26,11:17:50.643686000,/p/hdk/archive/sdg74/noa/punit/fev_rtl2net_noa/SPRSPXCCA0_SC__VER_87/collateral/netlist/punit.vg.gz,3,sub_template:sprmisc
227,227.0,,sprmisc,F_sprcgu,sprcgu,# nan,,1.0,1.0,0.8,0.8,0.0,,,,,,,,,,,,895.0,23203.0,0.0,0.0,0.0,0.0,24098.0,,{'NONE'},{'NONE'},0.0,0.0,{1.0},,895.0,23203.0,0.0,0.0,0.0,0.0,24098.0,,1.0,1.0,1.0,,,,0.24108429307200013,0.0,0,0,1.0,0.1199999999999996,0.16999999999999973,1,1,1,0.5,2891.75999999999,0.04098432982223996,0.0,0,0,12049.0,,0.24108429307200013,0.0,,0.0,0.0,,0.24108429307200013,0.0,,106,sprcgu,sprcgu,sprmisc,2019-09-24,20:32:29.345001000,/p/hdk/archive/sdg74/noa/sprcgu/fev_rtl2net_noa/SPRSPXCCA0_SC__VER_14/collateral/netlist/sprcgu.vg.gz,3,No Subcell
228,228.0,,sprmisc,F_sprfuse,sprfuse,# nan,,1.0,1.0,0.8,0.8,0.0,,,,,,,,,,,,700.0,18833.0,0.0,0.0,0.0,0.0,19533.0,,{'NONE'},{'NONE'},0.0,0.0,{1.0},,700.0,18833.0,0.0,0.0,0.0,0.0,19533.0,,1.0,1.0,1.0,,,,0.20767502481599998,0.0,0,0,1.0,0.1199999999999991,0.17000000000000018,1,1,1,0.5,2343.9599999999823,0.035304754218720036,0.0,0,0,9766.5,,0.20767502481599998,0.0,,0.0,0.0,,0.20767502481599998,0.0,,107,sprfuse,sprfuse,sprmisc,2019-09-26,03:12:25.681075000,/p/hdk/archive/sdg74/noa/sprfuse/fev_rtl2net_noa/SPRSPXCCA0_SC__VER_46/collateral/netlist/sprfuse.vg.gz,3,No Subcell
229,229.0,,sprmisc,F_sprglobal_misc,sprglobal_misc,# nan,,1.0,1.0,0.8,0.8,0.0,,,,,,,,,,,,1160.0,97415.0,0.0,0.0,0.0,0.0,98575.0,,{'NONE'},{'NONE'},0.0,0.0,{1.0},,1160.0,97415.0,0.0,0.0,0.0,0.0,98575.0,,1.0,1.0,1.0,,,,0.5420060134020007,0.0,0,0,1.0,0.12000000000000058,0.16999999999999973,1,1,1,0.5,11829.000000000056,0.09214102227833998,0.0,0,0,49287.5,,0.5420060134020007,0.0,,0.0,0.0,,0.5420060134020007,0.0,,108,sprglobal_misc,sprglobal_misc,sprmisc,2019-09-26,18:46:41.378364000,/p/hdk/archive/sdg74/noa/sprglobal_misc/fev_rtl2net_noa/SPRSPXCCA0_SC__VER_45/collateral/netlist/sprglobal_misc.vg.gz,3,No Subcell
230,230.0,,sprxccnorth01,,,,,1.0,1.0,0.8,0.8,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,121,,,sprxccnorth01,,,,3,
231,231.0,,sprxccnorth01,F_dinochnvinf,dinochnvinf,# nan,,1.0,1.0,0.8,0.8,0.0,,,,,,,,,,,,1423.0,24020.0,0.0,0.0,0.0,0.0,25443.0,,{'NONE'},{'NONE'},0.0,0.0,{1.0},,1423.0,24020.0,0.0,0.0,0.0,0.0,25443.0,,1.0,1.0,1.0,,,,0.25944006721080054,0.0,0,0,1.0,0.11999999999999902,0.16999999999999954,1,1,1,0.5,3053.1599999999753,0.04410481142583597,0.0,0,0,12721.5,,0.25944006721080054,0.0,,0.0,0.0,,0.25944006721080054,0.0,,122,dinochnvinf,dinochnvinf,sprxccnorth01,2019-09-26,07:27:42.238296000,/p/hdk/archive/sdg74/noa/dinochnvinf/fev_rtl2net_noa/SPRSPXCCA0_SC__VER_20/collateral/netlist/dinochnvinf.vg.gz,3,No Subcell
232,232.0,,sprxccnorth01,P_hier_seq,hca,# nan,,1.0,1.0,0.8,0.8,0.0,,,,,,,,,,,,148150.0,881131.0,0.0,0.0,0.0,0.0,1029281.0,,"{nan, ""{'NONE'}"", '{nan, ""{\'NONE\'}""}'}","{nan, ""{'NONE'}"", '{nan, ""{\'NONE\'}""}'}",0.0,0.0,"{nan, ""{nan, '{1.0}'}"", '{1.0}'}",,148150.0,881131.0,0.0,0.0,0.0,0.0,1029281.0,,1.0,1.0,1.0,,,,9.459149570378338,0.0,0.0,0.0,1.0,1,1,1,1,1,0.5,1029281.0,9.459149570378338,0.0,0.0,0.0,514640.5,,9.459149570378338,0.0,,0.0,0.0,,9.459149570378338,0.0,,123,hca,hca,sprxccnorth01,NOT FOUND,NOT FOUND,NOT FOUND,3,sub_template:sprxccnorth01
233,233.0,,sprxccnorth01,F_hch0nfivr0,hch0nfivr0,# nan,,1.0,1.0,0.8,0.8,0.0,,,,,,,,,,,,236.0,5409.0,0.0,0.0,0.0,0.0,5645.0,,{'NONE'},{'NONE'},0.0,0.0,{1.0},,236.0,5409.0,0.0,0.0,0.0,0.0,5645.0,,1.0,1.0,1.0,,,,0.056718237239999976,0.0,0,0,1.0,0.1200000000000002,0.17000000000000007,1,1,1,0.5,677.4000000000011,0.0096421003308,0.0,0,0,2822.5,,0.056718237239999976,0.0,,0.0,0.0,,0.056718237239999976,0.0,,124,hch0nfivr0,hch0nfivr0,sprxccnorth01,2019-09-26,15:55:20.446736000,/p/hdk/archive/sdg74/noa/hch0nfivr0/fev_rtl2net_noa/SPRSPXCCA0_SC__VER_13/collateral/netlist/hch0nfivr0.vg.gz,3,No Subcell
234,234.0,,sprxccnorth01,F_hch0nfivr1,hch0nfivr1,# nan,,1.0,1.0,0.8,0.8,0.0,,,,,,,,,,,,236.0,5335.0,0.0,0.0,0.0,0.0,5571.0,,{'NONE'},{'NONE'},0.0,0.0,{1.0},,236.0,5335.0,0.0,0.0,0.0,0.0,5571.0,,1.0,1.0,1.0,,,,0.056739926039999986,0.0,0,0,1.0,0.1200000000000002,0.16999999999999996,1,1,1,0.5,668.5200000000011,0.009645787426799996,0.0,0,0,2785.5,,0.056739926039999986,0.0,,0.0,0.0,,0.056739926039999986,0.0,,125,hch0nfivr1,hch0nfivr1,sprxccnorth01,2019-09-26,20:20:37.240107000,/p/hdk/archive/sdg74/noa/hch0nfivr1/fev_rtl2net_noa/SPRSPXCCA0_SC__VER_38/collateral/netlist/hch0nfivr1.vg.gz,3,No Subcell
235,235.0,,sprxccnorth01,F_hch0nvcfc,hch0nvcfc,# nan,,1.0,1.0,0.8,0.8,0.0,,,,,,,,,,,,326.0,3878.0,0.0,0.0,0.0,0.0,4204.0,,{'NONE'},{'NONE'},0.0,0.0,{1.0},,326.0,3878.0,0.0,0.0,0.0,0.0,4204.0,,1.0,1.0,1.0,,,,0.02330864445000002,0.0,0,0,1.0,0.1200000000000002,0.16999999999999998,1,1,1,0.5,504.48000000000087,0.003962469556500003,0.0,0,0,2102.0,,0.02330864445000002,0.0,,0.0,0.0,,0.02330864445000002,0.0,,126,hch0nvcfc,hch0nvcfc,sprxccnorth01,2019-09-25,23:28:36.413296000,/p/hdk/archive/sdg74/noa/hch0nvcfc/fev_rtl2net_noa/SPRSPXCCA0_SC__VER_41/collateral/netlist/hch0nvcfc.vg.gz,3,No Subcell
